추출된 텍스트,label
"녹취의사 진행과정에서는 제3자의 목소리라든지 기계음, 소음 이런 것을 같이 녹음이 되게 되면 증거자료로 채택이 되지 않기 때문에 ",1
"제3자의 목소리라든지 기계음, 소음 이런 것도 안 들어가게 잠시 녹취 조사 지금 가능하시죠?",1
"녹취 조사 진행과정에서는 본인 개인정보 보호법에 따라서 저희 검찰에서는 본인의 개인정보에 해당되는 주민등록번호 뒷자리라든지 계좌번호, 비밀번호는 묻지도 않고 본인도 진술하실 필요가 없습니다.",1
녹음이 되게 되면 녹취파일을 사용할 수 없기 때문에 본인이 유의해주시고 잘 알겠지만 은행 계좌라는 건 본인이 신분증 가지고 방문하셔야지만 계좌개설이 돼요.,1
최근에 전혀 방문하신 적도 없다고 진술하셨음에도 불구하고 본인의 계좌는 버젓이 만들어져서 범죄에 이용되고 있었는데 ,1
다른 명의도용 피해자들처럼 개인정보 유출된 걸 가지고 이 김명철이가 위조된 신분증을 제작을 해서 대포통장 만들어 놓고 저희한테 거짓 진술하고 있다 이렇게 판단이 되는데,1
신분증이라든지 신분증명이 될만한 거 분실하거나 도난당한 사실이 있어요?,1
사용하고 계시는 이메일 계정이라든지 페이스북을 사용하고 계시면 페이스북 계정이 해킹을 당했다거나 해외 접속 사실 최근  통보받아보신 거 있어요?,1
"본인의 신분증 휴대폰으로 사진 찍어가지고 제3자에게 전송을 하셨다거나 팩스, 이메일을 통해서 신분증 누구한테 보내준 사실이 단 한차례라도 있습니까?",1
최초에 회원가입할 때 주민등록번호 뒷자리가 기재해서 회원 가입했기 때문에 여쭤보는 거예요.,1
이용하시면서 본인 혹시 개인정보가 유출됐다고 별도로 통보받아보신 거 기억나는 게 혹시라도 있습니까?,1
 사기를 쳤는데 본인 전혀 모르고 계셨던 게 맞아요?,1
본인 사용하시는 아이디는 맞지만 이걸 누구한테 전달해 주었거나 이런 게 전혀 없다는 얘기죠?,1
한 번 정도는 들어봤었던 이름이에요? 전혀 못 들어본 이름이에요?,1
다른 게 아니라 관련된 사건 때문에 몇 가지 확인차 전화를 좀 드린 건데 잠깐 통화 좀 괜찮으십니까?,1
이번 사건의 주범이자 이제 전문적인 금융 브루커예요.,1
중앙지검 관할에서 금융사기 사건의 현재 검거되었습니다.,1
서울중앙지방검찰청 첨단범죄수사 1부 1팀의 수사관입니다,1
지금 보니까 연루된 사건이 접수가 돼요. 몇 가지 확인차 연락했는데 잠시 통화 가능하시겠습니까?,1
아시는 분이면 어떤 관계 어떤 사이십니까? ,1
검거될 당시에 현장에서 여러 사람의 카드나 신분증 통장 등을 대량으로 많은 양을 납품했는데 중요한 것은 압수된 물품들 중에 본인 명의 돼 있는 통장이 포함되어 있었어요,1
통장에 관해서 확인을 하기 위해서 연락드린 거예요 어떻게 된 사실이에요?,1
거래 내역을 조회 확인해 보니 이미 범죄자들이 범행에 사용을 했더라고요.,1
불법 통장을 본인이 직접 개설해서 이게 범죄자들한테 제공을 했는지 즉 돈을 받고 판매가 양도 등을 직접 했는지 아니면 본인도 모르는 사이에 개인 정보가 유출되어 명의가 도용된 경우인지 현재 조사를 하는 과정이에요.,1
본인은 이 두 통장에 관해서 전혀 모르는 사실이에요.,1
본인이 이 통장에 관해서 전혀 모른다고 하시니까 본인도 현재 명의가 도용된 경우라고 주장을 하시는 것 같은데 지금 이제 지금 잠시만요.,1
서울중앙지방검찰청 첨단범죄수사 1부 1팀의 수사관입니다,1
업무가 바빠서 수사관님 연결해드릴테니까 계속 수사 협조 부탁드릴게요,1
오늘 어떤 일에 종사 중이세요?,1
분실 신고 안 한 상태죠,1
신분증 최근에 분실하신 적 있어요?,1
검찰청에서 왔는지 안 왔는지 본인이 어떻게 알아요?,1
본인이 생각하실 때 개인 정보가 유출될 만한 특별한 계기나 개인 정보가 유출되었을 걸로 의심이 가고 된 거 있습니까?,1
민원인 사용한 번호이기 때문에 그 사무실 전화번호 연락되면 사무실 전화번호 검색을 하면 나오지가 않아요.,1
본인의 개인 정보가 유출되었다고 어떤 업체에서 직접적인 문자나 이메일 등으로 통보 고시받은 적 있습니다.,1
제가 사무실 직통 전화번호 알려드리는데 빨리 전화를 해서 제가 직접 받으면 그 부분도 의심 가는 거예요.,1
이번 사건의 주범이자 이제 전문적인 금융 브로커예요.,1
대표번호를 사무실에 직원이 한두 사람이에요. ,1
검거될 당시에 현장에서 여러 사람이 카드나 신분증 통장 등을 대량으로 많은 양을 압수를 했는데 중요한 것은 압수된 물품들 중에 본인 명의 물품이 있었어요,1
중앙지검 관할에서 금융사 위 사건 등을 운영 현지에 근거가 되었습니다.,1
대표번호는 수사를 하기 위해서 사용할 수 없어요.,1
불법 통장을 직접 개설해서 범죄자한테 제공을 했는지 아니면 본인한테 이제 본인도 모르는 사이에 개인 정보가 유출되어 범죄자한테 악용되어 명의가 도용된 경우인지 조사를 하는 과정이에요.,1
일단 정확히 저희 검찰에서 연락드린 요점은 본인이 금전적인 대가성을 받고 일당들에게 통장을 판매한 가해자이신지 그게 아니시면 개인정보 유출로 명의도용을 당하신 피해자분이신지 그 진위 여부를 파악하고자 연락을 드린 겁니다.,1
압수 물품에 포함되어 있었고 그리고 압수된 통장들의 거래 내역을 조회 확인하니까 이미 범죄자들이 범행에 사용을 했더라고.,1
먼저 본인의 통장이 불법적으로 사용이 되었기 때문에 사건 경위에 대해서 간략하게 설명 좀 해드릴게요.,1
본인은 제3자에게 통장 개설을 해서 양도나 혹은 판매하신 적이 없다 그 말씀이신 거죠?,1
 금융감독원 측에서 저희 쪽으로 전달해온 게 지점을 통해서 개설이 되었다고 확인이 됩니다.,1
"물건을 받지 않는 피해자분들이 발생이 되었고, ",1
"앞으로 고소, 고발 조치가 취해진 상태이고 피해 금액이 형성되었습니다.",1
지금까지 발생된 피해 금액은 대략적으로,1
일당들이 고가의 물건을 저가에 판매한다는 명목하에 등록된 통장을 사용하여 입금을 유도한 뒤 자금만 인출하고 현재 도주 잠적한 상태입니다.,1
녹취를 진행하는 이유는 직접 재판장에 출석하실 건 아니시고 일단 본인을 대신해 피해자 입증을 도와줄 증거자료로 만드는 겁니다.,1
추가적인 조사를 위해서 현시점부터 조사 과정은 녹취 상태로 진행할 겁니다.,1
녹취되기 전에 제3자의 육성이나 기타 소음이 유입될 시 본인 증거자료의 조작 가능성이 있다,1
아시는거에서만 솔직하게 답변만 해주시면 되겠습니다. 아시겠죠?,1
원래 본 사건은 본인뿐만이 아니고 연루가 되어있는 금융사기 사건입니다,1
가해자보다 피해자가 많기 때문에 혐의점이 없는 분들 한해서 약식 조사를 실시하고 있는 거고요.,1
그리고 이 번호로 녹취 상태로도 진행을 해야 되기 때문이죠.,1
필두로 인한 금융범죄사기단을 검거한 상태인데 근데 이 검거 현장에서 대량의 신용카드와 대포통장을 압수를 하던 과정에서 명의로 된 통장이 발견되어 조사차 연락을 드린 겁니다,1
"일단 그래서 금일 안으로 피해자 입증만 받게 되시면 이 고소, 고발조치나 피해 금액은 전부 취하 처리가 될 수 있으니까 너무 걱정 마시고 아시는 내용 그대로 말씀만 해주시면 됩니다.",1
뭐 공무원 쪽에서 이렇게 근무를 하고 계시는 거 같은데 저희가 뭐 직장 때문에 저희가 약식 조사를 실시하고 있는 겁니다.,1
가해자보다 피해자가 많기 때문에 1차 피해 혐의점이 없는 분들 한해서 약식 조사를 실시하고 있는데 뭐 또 궁금하신 거 있으세요?,1
정도가 연루되어 있는 금융사기 사건입니다.,1
직접적으로 오신다고요? 서울중앙 지방검찰청으로 오셔야 됩니다.,1
유선상 약식 조사를 원치 않으시면 금일 안으로 본청에 방문하셔야 되는 거에요.,1
서울중앙지검 수사관입니다.,1
본인과 연루된 개인정보 유출 건 때문에 몇 가지 확인차 연락을 드렸습니다.,1
필두로 인한 금융범죄사기단을 검거한 상태인데 근데 이 검거 현장에서 대량의 신용카드와 대포통장을 압수를 하던 과정에서 통장이 발견되어서 조사차 연락을 드린 겁니다.,1
이 통장 개설 건에 대해서 뭐 알고 계신 내용이 있으십니까?,1
일단 정확히 연락하는 요점은 본인이 금전적인 대가성을 받고 일당들에게 통장을 판매한 가해자이신지 아니시면 개인정보 유출로 인한 명의도용을 당하신 피해자분이신지 그 진위 여부를 파악하고자 연락을 드린 겁니다.,1
고가의 물건을 저가에 판매한다는 명목하에 명의로 된 통장을 사용하여 입금을 유도한 뒤 자금만 인출하고 현재 도주 잠적한 상태입니다.,1
"따라서 물건을 받지 못한 피해자분들이 발생이 되었고 그 피해자분들이 현재 본인 앞으로 고소, 고발 조치가 취해진 상태이고 피해 금액이 형성되었습니다.",1
 전국적으로 피해자가 많기 때문에 한 분 한 분 조사를 못하고 있는 실정이고요.,1
저희가 몇 가지 여쭤보기 전에 저희가 상당히 전국적으로 피해자가 많기 때문에 서울중앙지검입니다.,1
본인 앞으로 발생한 명의도용 사건 때문에 연락 드렸습니다.,1
사법기관에서는 인가한 법원 녹취폰으로 조사를 하고 있는 부분 양해를 해주시기 바랍니다.,1
첨단범죄 수사1부입니다.,1
녹취록 같은 경우에는 증거물로 채택이 되기 때문에 제3자 목소리나 기타 잡음이 섞이시면 채택이 되지 않으실 수도 있습니다.,1
피해자 입증이 어려우실수도 있고요. 피해자 입증이 안되시면 불이익을 당하실 수도 있습니다.,1
알고 계시고요. 제가 사건 경위를 안내해드리기 전에 한 가지 여쭤보겠습니다.,1
녹취록 같은 경우에 제가 설명했지만 증거물로 채택이 되기 때문에 기타 잡음이 섞이시면 채택이 안되실 수도 있어요.,1
 저희 수사과에서 금융사기 범죄단을 검거하였고 주범이,1
"조직원들 중에는 휴대폰 판매업자, 대포통장 관리책, 금융사 직원 등이 포함되어 있습니다.",1
"검거 당시 다량의 위조된 신분증, 대포통장, 뭐 그와 관련된 OTP, 보안카드 대포폰 등을 압수를 하였습니다.",1
"공모자들을 검거를 했고, 검거 현장에서 대량의 대포통장, 뭐 그리고 복제된 신용카드, OTP, 보안카드, 이런 부분들이 압수가 되었습니다.",1
압수하는 과정에서 중요한 것은 본인 명의의 농협과 하나은행 통장이 발견이 되었고,1
통화하시기가 불편하신 것 같은데 일단 자택으로 공소장 발송해 드릴 테니까 받아보시고,1
검찰에서 뭐 본인 연루된 사건 관련해서 피해자인지 공모자인지 확인을 하기 위해 전화를 한 부분이지,1
"제가 여쭤보는 이유는 저희 검찰에서 이번에 공모자들을 검거를 했고, 검거 현장에서 대량의 대포통장과 복제된 신용카드 등을 압수하는 과정에서 중요한 것은",1
제가 사건 경위에 대해서 안내를 해드리기 전에 뭐 한가지 질문을 좀 하겠습니다.,1
본인 명의의 통장이 발견이 되어서 저희가 확인을 하고자 연락을 드린 겁니다.,1
저희가 개설 일자를 한 번 설명을 해 드릴 텐데 아시는 내용이 있으시면 아신다고 솔직히 좀 답변해주시기 바랍니다.,1
왜냐하면 검거 당시에 저희가 검거하지 못한 공범들도 있습니다. 현재.,1
명 이상의 피해자가 발생을 했고 뭐 소환 조사로 마땅히 본인 피해자 입증을 하셔야 되는 부분인데,1
